date; SBER ; SBERP ; GAZP ; LKOH ; ROSN ; NVTK ; TATN ; TATNP ; SNGS ; SNGSP ; GMKN ; CHMF ; NLMK ; MAGN ; MTSS ; AFLT ; VTBR ; MOEX ; PLZL ; ALRS ; MGNT ; PHOR ; AKRN ; FEES ; HYDR ; IRAO ; BSPB ; TRNFP ;SIBN;LSRG
01.08.2016;138,52;98,41;136,93;2886;325,6;654,8;320,9;171,3; 30,74 ; 32,00 ;9637;774,5;93,69; 30,76 ;250,95; 86,25 ; 0,07 ;112,7;4669;70,94;10381;2722;3460;0,163; 0,70 ; 2,63 ; 58,55 ;167000;165,6;900
02.08.2016;135,06;96,58;134,5;2781;317,35;641;314,45;170,9; 30,24 ; 31,20 ;9581;769,3;93,81; 29,87 ;248; 86,00 ; 0,07 ;111,27;4660;70,89;10347;2714;3470;0,15935; 0,69 ; 2,58 ; 57,60 ;162200;165,2;886,5
03.08.2016;135,73;97;134,04;2797;323,25;645;314,05;168,6; 30,30 ; 31,60 ;9660;785,9;93,25; 30,65 ;246; 86,50 ; 0,07 ;111,63;4632;71,99;10368;2729;3625;0,15868; 0,69 ; 2,59 ; 57,95 ;160300;165,85;889,5
04.08.2016;137,14;97,23;136,7;2839,5;329;652,4;328;169,7; 30,60 ; 32,10 ;9734;796,2;93,65; 30,26 ;248,6; 86,55 ; 0,07 ;115,19;4659;72,98;10450;2727;3645;0,15762; 0,69 ; 2,56 ; 58,70 ;165400;166,3;899,5
05.08.2016;138,69;97,51;135,5;2815;329,9;647,3;328,5;171,9; 30,64 ; 32,22 ;9778;795;93,02; 30,59 ;247,2; 87,00 ; 0,07 ;114,87;4650;73,5;10690;2721;3600;0,15396; 0,68 ; 2,52 ; 59,70 ;163300;166;889
08.08.2016;139,45;98,45;137,47;2842,5;329;648,1;330;172,5; 30,60 ; 32,27 ;9830;796,9;93,38; 30,37 ;250,9; 86,00 ; 0,07 ;117,94;4656;74,2;10927;2721;3545;0,1475; 0,68 ; 2,52 ; 60,00 ;161800;165,15;893
09.08.2016;139,2;99;137,34;2806;329,9;652,1;326,75;171,7; 30,97 ; 32,49 ;9850;816;94,26; 31,24 ;252,4; 86,00 ; 0,07 ;117,52;4628;74,19;10846;2670;3570;0,153; 0,69 ; 2,61 ; 59,45 ;162400;165;892,5
10.08.2016;138,3;98;137,4;2738;326,6;642,4;325,3;171,7; 30,40 ; 32,70 ;9927;793,3;91,76; 30,90 ;250; 85,45 ; 0,07 ;119;4648;73,99;10751;2661;3515;0,152; 0,69 ; 2,58 ; 58,50 ;162000;164,55;895,5
11.08.2016;139,7;99,39;137,19;2785;325,05;643,5;326,5;171,5; 30,60 ; 33,45 ;9989;793,5;92; 31,39 ;250,5; 85,50 ; 0,07 ;119,48;4645;73,2;10673;2657;3500;0,15495; 0,69 ; 2,60 ; 59,90 ;160100;164,5;905
12.08.2016;139,45;98,8;137,83;2870;330,85;650,4;332;174,1; 30,65 ; 33,62 ;9860;788;91,97; 31,90 ;251,8; 85,79 ; 0,07 ;123;4635;73,4;10800;2663;3510;0,15454; 0,70 ; 2,60 ; 58,85 ;161000;165;904
15.08.2016;139,5;99,13;138;2922,5;339;658,4;332,6;175,1; 30,51 ; 33,25 ;9967;793;91,81; 33,34 ;249,85; 85,25 ; 0,07 ;124,99;4623;73,73;10835;2656;3490;0,15377; 0,71 ; 2,61 ; 59,50 ;161800;167,35;898
16.08.2016;138,1;99,31;137,99;2932,5;343,5;668;337,85;175; 30,51 ; 32,89 ;9975;799;91,73; 32,29 ;251,9; 83,60 ; 0,07 ;129,44;4610;74;10532;2636;3600;0,151; 0,72 ; 2,62 ; 58,60 ;162700;168,45;888
17.08.2016;138,44;98,95;137,68;2932;345,55;672,7;334,6;172,7; 30,62 ; 33,15 ;9770;777;91,7; 32,29 ;247,55; 82,37 ; 0,07 ;126,61;4587;76;10400;2621;3510;0,15049; 0,69 ; 2,61 ; 57,65 ;162900;170,3;880,5
18.08.2016;137;98,85;138,4;2956,5;351,85;679,9;335;174,9; 30,53 ; 32,96 ;9601;809;92,91; 33,20 ;240; 83,39 ; 0,07 ;126,6;4593;75,39;10380;2580;3530;0,15063; 0,69 ; 2,61 ; 57,35 ;161300;170,05;886,5
19.08.2016;135,8;98,4;136,8;2948;349,05;680,1;325,6;175,5; 30,37 ; 32,95 ;9788;802,1;92,7; 32,88 ;236,65; 83,25 ; 0,07 ;126;4581;74,65;10260;2584;3550;0,15451; 0,68 ; 2,62 ; 56,90 ;160300;170,3;918,5
22.08.2016;137,37;99,15;137,8;2985;351,75;688,6;331,95;174,9; 30,60 ; 33,05 ;9890;813,8;92,56; 32,94 ;237,1; 82,95 ; 0,07 ;125,55;4573;75,45;10589;2597;3610;0,15531; 0,70 ; 2,63 ; 56,95 ;160200;170,6;908
23.08.2016;140,35;100,8;137,37;3014;351;696;328,2;174,4; 30,38 ; 32,86 ;9879;815;94,14; 32,77 ;237,35; 85,18 ; 0,07 ;124,9;4569;75,48;10643;2599;3630;0,16178; 0,71 ; 2,65 ; 56,95 ;160300;169,85;905
24.08.2016;139,5;100,3;137;3035;350,2;697,5;326,6;174,6; 30,26 ; 32,40 ;9853;806,3;93,42; 33,14 ;235,25; 88,23 ; 0,07 ;127;4578;75,27;10250;2586;3640;0,16439; 0,72 ; 2,69 ; 57,00 ;159000;173,1;896
25.08.2016;142,84;102,8;135,42;3049;348,2;698,8;325,5;174; 29,53 ; 31,16 ;9760;802;92,95; 31,85 ;237,5; 90,99 ; 0,07 ;127,01;4560;75,4;10289;2580;3660;0,16436; 0,76 ; 2,79 ; 58,00 ;158200;172,65;904,5
26.08.2016;145,25;104,09;136,2;3025;350,55;708,1;327,55;174,7; 30,29 ; 31,62 ;9597;791;91,5; 31,36 ;237,2; 94,00 ; 0,07 ;130,75;4560;73;10376;2571;3715;0,1681; 0,77 ; 2,89 ; 56,40 ;158200;172,9;908
29.08.2016;143,55;103,6;136,2;2990,5;350,6;695,6;326,25;173,7; 30,60 ; 32,08 ;9640;783,5;90,36; 31,20 ;236,05; 94,20 ; 0,07 ;132,34;4553;73,85;10492;2569;3720;0,17227; 0,77 ; 2,83 ; 55,90 ;155200;173,25;880
30.08.2016;143,18;102,45;135,59;2989,5;348;695,7;325,55;174,2; 30,50 ; 32,03 ;9628;778,3;91,2; 31,35 ;240,75; 99,00 ; 0,07 ;130,63;4586;75,61;10475;2574;3705;0,17067; 0,76 ; 2,78 ; 55,80 ;153800;173,05;879
31.08.2016;143,5;101,97;134,95;2913;344,7;684,9;317,75;175; 31,19 ; 32,74 ;9571;752;90; 30,52 ;239,1; 98,65 ; 0,07 ;127,07;4600;75,3;10262;2586;3665;0,175; 0,80 ; 2,85 ; 55,80 ;154900;172,1;878
01.09.2016;144,25;103,32;134,99;2938;341,3;678,2;322,85;177; 31,35 ; 32,36 ;9631;764,7;90,1; 30,02 ;237; 100,27 ; 0,07 ;126,8;4635;75,7;10308;2585;3660;0,17321; 0,79 ; 2,86 ; 55,40 ;152800;171,8;895
02.09.2016;146,88;104,15;135,55;3003;349,9;691,5;321;178,1; 31,12 ; 32,34 ;9717;777;91,57; 31,08 ;239,5; 101,95 ; 0,07 ;128,45;4646;76,53;10544;2591;3675;0,1722; 0,79 ; 2,91 ; 56,00 ;152500;171,4;901,5
05.09.2016;149,5;105,97;136,05;3053;353,6;677,9;326,5;180; 31,06 ; 32,01 ;9710;781,6;91,5; 31,00 ;238,85; 104,70 ; 0,07 ;129,29;4602;77,95;10734;2602;3655;0,17951; 0,80 ; 2,98 ; 56,00 ;151000;171,5;899,5
06.09.2016;150,64;107,96;141,4;3085;358;680,1;327,65;180,5; 31,22 ; 31,71 ;9926;789;92,22; 31,65 ;239,9; 103,97 ; 0,07 ;130,47;4600;81,25;10615;2593;3665;0,17959; 0,81 ; 2,98 ; 55,75 ;151800;171,3;896
07.09.2016;154,33;110,9;143,08;3084;364;680,3;331,25;180,8; 31,00 ; 31,58 ;9871;787;91,1; 31,30 ;244,6; 107,35 ; 0,08 ;129,3;4580;80,37;10670;2586;3675;0,18; 0,83 ; 3,03 ; 56,05 ;150800;173,8;897,5
08.09.2016;153,45;109,07;141,45;3108;364,75;679,2;329,8;178,6; 31,33 ; 31,22 ;9780;798,9;91,88; 31,30 ;246,35; 105,98 ; 0,08 ;129,2;4579;80,33;10743;2563;3670;0,18115; 0,83 ; 3,10 ; 58,80 ;151000;175,6;896
09.09.2016;151,6;107,66;138,54;3060,5;362,4;677,9;320,8;177,5; 31,30 ; 31,69 ;9720;781,6;91,77; 31,55 ;243,85; 103,80 ; 0,08 ;126,55;4576;82,44;10544;2585;3675;0,17989; 0,83 ; 3,16 ; 58,85 ;147800;174,2;895
12.09.2016;151,43;107,51;138,93;3045,5;367;669,3;319,25;177,2; 31,46 ; 31,50 ;9690;782,1;88,7; 31,43 ;240,7; 106,00 ; 0,08 ;126,67;4628;80,78;10372;2553;3675;0,17998; 0,80 ; 3,25 ; 57,70 ;153000;172,9;891
13.09.2016;149,8;106,97;138,45;3037,5;363,9;653,9;318,4;178,1; 31,43 ; 31,25 ;9750;789;88,42; 30,41 ;237,4; 104,03 ; 0,07 ;122,19;4630;81,14;10291;2547;3720;0,17705; 0,78 ; 3,16 ; 57,75 ;149600;175,4;888
14.09.2016;150,86;106,93;139,35;3054;367,15;651,4;313,7;177,5; 31,39 ; 31,01 ;9546;768,7;86,21; 30,31 ;235,55; 103,07 ; 0,07 ;121,5;4610;84;10205;2547;3665;0,1726; 0,76 ; 3,17 ; 58,00 ;148300;175,65;890,5
15.09.2016;149,14;107,31;137,6;3057;367,9;660,7;318,25;176,2; 31,49 ; 30,14 ;9520;730,4;85,67; 30,49 ;230,2; 104,51 ; 0,07 ;122,39;4585;84,41;10167;2547;3690;0,1705; 0,78 ; 3,17 ; 58,00 ;147000;175,7;893
16.09.2016;147;106,06;136,47;3028;360,85;665,5;316,7;180,6; 30,79 ; 29,42 ;9470;726,4;82,74; 29,19 ;232; 104,20 ; 0,08 ;122,99;4599;84,69;10269;2551;3770;0,16172; 0,76 ; 3,07 ; 56,90 ;143300;177,4;890
19.09.2016;148,66;107;136,59;3018;361,2;658,4;323,95;176; 30,64 ; 28,84 ;9505;735,9;81,79; 28,67 ;231; 107,53 ; 0,07 ;127,3;4580;86,25;10339;2569;3580;0,16788; 0,78 ; 2,98 ; 57,30 ;142000;175,2;899
20.09.2016;149,3;107,29;137;3055;358,8;639,1;324,35;175,7; 30,80 ; 29,74 ;9562;759,9;84,86; 29,36 ;230,5; 108,09 ; 0,07 ;127,5;4579;86,6;10350;2570;3560;0,16886; 0,78 ; 3,05 ; 57,40 ;140300;176,45;894,5
21.09.2016;150,67;108,45;136,25;3048,5;360;643,3;318,45;174,7; 31,10 ; 30,00 ;9420;778;87,61; 29,20 ;233; 111,50 ; 0,07 ;127,31;4576;85,58;10648;2599;3455;0,17377; 0,81 ; 3,12 ; 58,85 ;139500;177,3;887
22.09.2016;154,18;111,47;136,7;3125;360,45;661;322,45;176; 31,12 ; 30,12 ;9715;785,2;88,94; 30,34 ;234,8; 113,00 ; 0,08 ;130,89;4500;86,7;10700;2573;3435;0,17362; 0,81 ; 3,18 ; 58,90 ;137300;178,7;884
23.09.2016;151,5;109,38;136,7;3085,5;356,05;665;323,25;177,2; 30,91 ; 29,83 ;9730;782;87,35; 29,80 ;231,85; 114,25 ; 0,08 ;129,6;4488;88,97;10600;2547;3400;0,176; 0,81 ; 3,20 ; 59,15 ;138700;178,4;880
26.09.2016;149,1;109,26;135,26;3060;350,35;662,4;319,15;177; 30,65 ; 29,90 ;9667;774,9;85,7; 29,76 ;230,7; 117,00 ; 0,07 ;127,45;4508;89,99;10789;2560;3400;0,1763; 0,81 ; 3,20 ; 59,30 ;137500;178,55;883,5
27.09.2016;147,53;108,75;133,92;3028;341;663,8;316,8;178; 30,10 ; 29,81 ;9780;781,2;85,45; 28,99 ;229,9; 117,00 ; 0,07 ;123;4508;87;10432;2546;3405;0,17212; 0,79 ; 3,15 ; 58,65 ;137400;178,5;882
28.09.2016;147,18;109,2;134,09;3010,5;341,3;670,5;319,5;179; 30,34 ; 29,77 ;9952;792,2;85,1; 29,85 ;229,8; 116,00 ; 0,07 ;123,89;4550;86,2;10555;2535;3450;0,1773; 0,79 ; 3,15 ; 58,65 ;139100;177,45;883,5
29.09.2016;148,47;109;135,31;3082;349,2;678,5;325,85;182,4; 30,59 ; 29,46 ;9918;779,7;85,5; 29,55 ;230,05; 117,49 ; 0,07 ;125,18;4500;86,8;10530;2524;3385;0,17603; 0,79 ; 3,15 ; 59,00 ;139300;177,4;883,5
30.09.2016;145,34;105,82;134,9;3068;342,8;682,5;320,25;181,9; 30,71 ; 29,00 ;9812;753;82,94; 28,56 ;227,5; 116,93 ; 0,07 ;126,6;4485;86,6;10391;2490;3375;0,17849; 0,78 ; 3,19 ; 58,80 ;135100;176,9;891
03.10.2016;148,87;108,55;135,37;3075;346;674;320,65;180,7; 29,96 ; 28,54 ;9648;767;84,9; 28,99 ;229,4; 119,20 ; 0,07 ;127,67;4489;86,7;10539;2453;3375;0,1795; 0,79 ; 3,22 ; 59,30 ;134500;178,45;891
04.10.2016;148,1;107,82;136,23;3077;346,6;673,6;324,45;181,2; 29,28 ; 28,59 ;9639;789;84,65; 28,71 ;229,05; 122,40 ; 0,07 ;120,2;4451;88,6;10507;2458;3350;0,17635; 0,78 ; 3,20 ; 58,65 ;137300;176,5;896
05.10.2016;147,95;108,68;134,8;3076;341,7;669;326,1;182; 29,18 ; 28,78 ;9530;798,2;84,65; 29,19 ;228,4; 121,20 ; 0,07 ;122,6;4464;88,6;10490;2440;3350;0,169; 0,75 ; 3,21 ; 58,50 ;135500;175,2;889,5
06.10.2016;148,9;111,01;135,9;3070;343,4;667;326,85;184; 29,36 ; 29,70 ;9475;797,6;86,46; 29,72 ;230,8; 122,00 ; 0,07 ;122,25;4447;92,48;10590;2439;3300;0,16977; 0,75 ; 3,30 ; 58,75 ;137000;175,75;884,5
07.10.2016;148,74;111,22;136,1;3050;341,5;674,1;326,85;188,2; 29,38 ; 29,99 ;9401;799;86,4; 29,55 ;230,3; 118,77 ; 0,07 ;121,67;4429;94,3;10411;2421;3265;0,17079; 0,75 ; 3,36 ; 58,45 ;136200;175,95;886,5
10.10.2016;151,27;113,4;139,1;3077,5;361;674,5;325,85;190,5; 29,50 ; 30,13 ;9406;808,9;87,85; 29,00 ;232,55; 115,80 ; 0,07 ;123,29;4425;91,55;10491;2423;3265;0,175; 0,76 ; 3,27 ; 58,35 ;137400;177,05;895,5
11.10.2016;151,3;113,9;138,98;3104;362,05;681,3;327,95;189,9; 29,15 ; 29,70 ;9450;817;85,86; 29,00 ;231,95; 121,90 ; 0,07 ;124;4434;91,83;10351;2432;3285;0,1699; 0,77 ; 3,24 ; 58,15 ;135900;177,25;896
12.10.2016;149,2;112,32;138,07;3117,5;363,15;677;326,9;188,9; 29,10 ; 30,10 ;9432;816,5;86,75; 28,99 ;232,4; 119,40 ; 0,07 ;124,05;4416;90,51;10245;2446;3270;0,17131; 0,77 ; 3,22 ; 58,20 ;143000;177,4;898,5
13.10.2016;146,09;110,65;137,47;3084,5;359,4;679;330,6;186,1; 28,95 ; 30,20 ;9400;810,7;87,9; 28,76 ;221,75; 116,45 ; 0,07 ;123,55;4430;87,01;10219;2429;3260;0,16814; 0,76 ; 3,22 ; 57,70 ;145900;177,5;895
14.10.2016;146,73;110,6;136,2;3064;353,85;677,5;328,5;192,1; 28,93 ; 30,50 ;9390;808;87,04; 28,45 ;219,45; 116,00 ; 0,07 ;124,27;4413;86,98;10144;2420;3260;0,16424; 0,76 ; 3,24 ; 57,60 ;142200;177,3;898
17.10.2016;146,46;110,19;135,57;3030;348;665,3;329,05;190,3; 28,23 ; 30,54 ;9250;820,1;90,02; 29,28 ;219,45; 118,92 ; 0,07 ;123,5;4408;88,29;10100;2419;3320;0,16436; 0,77 ; 3,26 ; 58,00 ;143600;177,15;880
18.10.2016;147,74;110,92;135,81;3050;345,75;671,1;333,8;190; 27,96 ; 30,24 ;9364;800;90,37; 28,93 ;220,15; 118,07 ; 0,07 ;124,24;4400;87,4;10535;2410;3345;0,1679; 0,77 ; 3,33 ; 57,60 ;140600;177,05;884
19.10.2016;148,6;111,86;135,49;3048;345,1;668;331,4;189,1; 27,75 ; 29,55 ;9269;815;90; 28,56 ;218,8; 120,22 ; 0,07 ;122,91;4405;87,44;10567;2357;3250;0,16852; 0,80 ; 3,32 ; 57,15 ;141700;179,8;880
20.10.2016;148,26;111,37;134,72;3037,5;342,8;661;331,5;189,7; 27,40 ; 29,70 ;9200;821,5;89,93; 28,44 ;218,8; 124,00 ; 0,07 ;119,06;4388;87;10605;2240;3110;0,1668; 0,81 ; 3,28 ; 57,40 ;140000;179,9;898
21.10.2016;148,42;111,75;134,96;3071;344,3;656;331,3;190,9; 27,44 ; 29,43 ;9376;827,2;87,71; 28,21 ;217,6; 126,69 ; 0,07 ;116;4419;87,27;10525;2225;3090;0,1652; 0,79 ; 3,18 ; 57,25 ;138300;180,5;908,5
24.10.2016;149,15;112,2;135,05;3094,5;347,75;654,2;331;191,6; 27,08 ; 29,00 ;9250;830,4;89,61; 28,41 ;217,3; 129,99 ; 0,07 ;112,83;4372;86,62;10526;2291;3090;0,1655; 0,80 ; 3,23 ; 57,15 ;144000;180,95;900,5
25.10.2016;151,57;112,82;135,3;3098;348,7;665,8;338,95;196; 27,10 ; 29,52 ;9304;825;91,9; 28,65 ;217,45; 128,67 ; 0,07 ;117,65;4316;87,75;10430;2300;3065;0,16803; 0,82 ; 3,25 ; 57,70 ;149700;180,7;886
26.10.2016;150,67;111,48;135,32;3081,5;347,6;668,9;332,6;193,9; 27,30 ; 29,17 ;9307;855,7;94,52; 29,49 ;217,2; 128,12 ; 0,07 ;117,31;4351;87,34;10405;2330;3050;0,1722; 0,81 ; 3,28 ; 57,85 ;154500;182,85;888,5
27.10.2016;149,3;112,11;135,04;3099;346,7;668,9;334,45;195; 27,12 ; 29,21 ;9451;868,6;96,34; 30,04 ;213,4; 126,00 ; 0,07 ;118,8;4388;87,49;10450;2353;3035;0,169; 0,79 ; 3,30 ; 57,85 ;163000;185,55;885,5
28.10.2016;149,2;112,44;135;3104;349,9;665,2;338,4;196,9; 27,24 ; 29,17 ;9345;866,8;95,8; 30,18 ;213,3; 129,19 ; 0,07 ;117,39;4356;89;10551;2341;3010;0,169; 0,80 ; 3,36 ; 57,60 ;158300;184,9;885
31.10.2016;147,4;111,59;138,84;3100;347,65;660,8;355;203; 27,02 ; 28,73 ;9344;886,4;102,55; 31,86 ;223,5; 129,95 ; 0,07 ;116,71;4400;88,6;10630;2360;3000;0,171; 0,79 ; 3,40 ; 58,00 ;152000;184,7;879,5
01.11.2016;145,85;110,22;141,98;3106;354,8;653,8;362,55;204,1; 27,45 ; 28,15 ;9310;868,2;100,16; 32,01 ;223,7; 134,04 ; 0,07 ;114,7;4391;88,8;10530;2313;2950;0,1692; 0,81 ; 3,44 ; 57,40 ;153150;185,4;906,5
02.11.2016;142,36;107,6;140,81;2983;348,15;645;355,9;198; 28,60 ; 29,00 ;9200;848,8;98,95; 30,86 ;220,6; 135,30 ; 0,07 ;114,91;4440;87,02;10421;2295;2995;0,1653; 0,78 ; 3,43 ; 57,35 ;156300;184,5;900
03.11.2016;142,75;106,52;139,9;2984;342;640;355;196,9; 28,50 ; 29,30 ;9157;842,8;99,7; 31,03 ;220,5; 130,85 ; 0,07 ;114,91;4522;84,75;10360;2250;3045;0,1655; 0,77 ; 3,44 ; 56,80 ;162700;184,75;894
07.11.2016;143,4;106,4;138,5;2991;341;652,3;355,9;197; 28,23 ; 28,66 ;9230;861;104,7; 31,17 ;220,8; 128,00 ; 0,07 ;110,17;4500;81,61;9740;2259;3040;0,16071; 0,76 ; 3,47 ; 56,10 ;163100;182,1;883
08.11.2016;146,11;106,76;139,32;3030;340,5;648,1;353,8;194,7; 28,69 ; 29,29 ;9400;864,4;102,59; 30,15 ;219,2; 125,15 ; 0,07 ;111,2;4439;82;9860;2331;2955;0,16105; 0,76 ; 3,48 ; 56,10 ;165900;180,2;883,5
09.11.2016;151,04;110,48;145,62;3058,5;347,6;668;364,6;197,8; 29,50 ; 29,79 ;9590;878;104,02; 30,41 ;220,7; 129,10 ; 0,07 ;112,99;4460;82,3;9651;2340;3020;0,16477; 0,79 ; 3,63 ; 55,55 ;170750;182,55;901,5
10.11.2016;153,36;111,8;147,4;3145;351,05;686;375;197,9; 29,50 ; 29,51 ;10046;922,7;112,66; 31,43 ;224,3; 128,90 ; 0,07 ;114;4408;84,54;9850;2370;3050;0,16602; 0,78 ; 3,68 ; 56,25 ;165000;186,4;905
11.11.2016;151,51;113,49;147,88;3092;342,1;685,4;357,45;191; 29,50 ; 29,63 ;10150;933;117,35; 30,93 ;221,9; 129,60 ; 0,07 ;112,2;4471;87,12;9910;2416;3150;0,16535; 0,76 ; 3,60 ; 55,90 ;158600;182;914,5
14.11.2016;150,4;113,21;146,26;3064;337,7;676,5;361;193,8; 29,67 ; 29,56 ;10380;925;117,19; 31,64 ;221,55; 129,50 ; 0,07 ;110;4479;88,4;9870;2440;3140;0,172; 0,76 ; 3,69 ; 55,80 ;157150;179,55;895
15.11.2016;149,85;111,65;145,9;3043;338;679,4;363,7;195,8; 29,51 ; 29,51 ;10367;916,6;114,38; 31,79 ;220,25; 130,00 ; 0,07 ;111,21;4416;89;9920;2469;3180;0,17125; 0,76 ; 3,82 ; 55,95 ;154200;182;898
16.11.2016;149,94;111,65;145,5;3063;339,25;692;381,95;197,7; 29,42 ; 29,44 ;10270;916;115,55; 32,02 ;221,6; 129,99 ; 0,07 ;111,3;4449;88,18;10138;2454;3200;0,1719; 0,79 ; 3,90 ; 56,00 ;161100;185;892,5
17.11.2016;149,75;110,28;147,7;3105;338,15;700,9;399,55;203,1; 29,52 ; 29,70 ;10289;922;117,26; 32,20 ;220,8; 128,80 ; 0,07 ;109;4462;88,01;10267;2495;3300;0,18267; 0,81 ; 3,93 ; 55,45 ;159750;186;894,5
18.11.2016;150,05;111,25;146,96;3084,5;337;704,7;386,8;200; 29,60 ; 29,65 ;10144;914,5;115,5; 31,69 ;220,5; 129,91 ; 0,07 ;112,62;4454;88,52;10351;2492;3320;0,17989; 0,81 ; 3,99 ; 55,25 ;159000;186,8;883,5
21.11.2016;153;111,95;149,6;3127;340,55;717;398;201; 29,43 ; 29,46 ;10137;907;114,72; 31,90 ;224,45; 130,19 ; 0,07 ;113,03;4444;87,75;10380;2538;3370;0,17996; 0,80 ; 4,02 ; 55,30 ;159500;189,85;885,5
22.11.2016;155;113,81;150;3112;341,8;717,4;385,85;200,5; 29,18 ; 29,17 ;10277;943;116,5; 33,05 ;223,5; 129,20 ; 0,07 ;116,68;4443;89,34;10450;2540;3360;0,17774; 0,81 ; 4,04 ; 56,10 ;158150;190;874
23.11.2016;155,23;114,5;149,49;3175;347,45;727,5;392,4;206; 29,19 ; 29,30 ;10490;960,2;116,9; 34,70 ;225,7; 130,86 ; 0,07 ;119;4426;89,75;10487;2589;3315;0,18164; 0,81 ; 3,99 ; 55,70 ;166000;192,75;888,5
24.11.2016;161,15;118,24;151,11;3176,5;346,55;735,9;389,6;202,3; 29,03 ; 29,07 ;10498;968;118; 34,61 ;228,2; 130,86 ; 0,07 ;118,67;4416;91;10430;2575;3410;0,186; 0,82 ; 3,87 ; 56,05 ;166450;198,85;883,5
25.11.2016;160,36;118;151,31;3154,5;341,5;728,5;386,1;203,5; 29,10 ; 29,39 ;10450;983,6;119,39; 35,75 ;227,5; 130,00 ; 0,07 ;117,5;4424;89,7;10420;2567;3345;0,18872; 0,89 ; 3,80 ; 56,25 ;167000;196,6;892
28.11.2016;159,4;117,03;148,94;3145,5;336,6;724,1;391;201; 29,13 ; 29,80 ;10550;984;123,06; 36,00 ;229,3; 130,16 ; 0,07 ;116,3;4427;90,75;10380;2579;3395;0,1948; 0,88 ; 3,95 ; 56,40 ;172950;193,25;897
29.11.2016;158,07;115,7;147,75;3147;336,75;719,5;384;201,1; 29,91 ; 30,75 ;10468;978,5;123; 35,40 ;229,55; 131,74 ; 0,07 ;114,01;4440;88,61;10290;2542;3335;0,1921; 0,91 ; 3,81 ; 56,45 ;171150;196,95;915
30.11.2016;158,7;116,08;148,8;3188;340,2;732;388,3;200,3; 29,97 ; 31,42 ;10371;960,7;117,94; 34,45 ;230,25; 134,83 ; 0,07 ;118,35;4260;92,49;10500;2552;3420;0,2002; 0,94 ; 3,80 ; 56,00 ;177800;199,9;916,5
01.12.2016;158,7;115,4;152,81;3210;338,5;731,2;398,5;205,4; 30,07 ; 31,50 ;10620;964,9;116,15; 34,65 ;239; 135,70 ; 0,07 ;119,6;4480;92,8;10297;2573;3510;0,19775; 0,92 ; 3,80 ; 56,00 ;188750;200,3;917,5
02.12.2016;159,4;116,62;152,35;3286;340;733;397,8;206,7; 29,64 ; 31,14 ;10680;973;115; 33,55 ;244,7; 135,90 ; 0,07 ;116,7;4478;92,7;10350;2565;3525;0,1931; 0,93 ; 3,67 ; 55,95 ;187200;202,4;919
05.12.2016;162,02;118,06;153,78;3300;351,5;760;413,7;214,8; 30,12 ; 31,72 ;10830;967,5;117,45; 33,83 ;249,25; 139,00 ; 0,07 ;119,45;4448;94,12;10550;2587;3560;0,201; 0,97 ; 3,59 ; 56,30 ;185600;204;925
06.12.2016;159,35;116,5;151,5;3267,5;352,65;761,9;422,95;217,6; 30,45 ; 31,80 ;10900;1007,6;116,7; 33,56 ;248,45; 139,50 ; 0,07 ;119,81;4440;93,23;10649;2629;3550;0,19862; 0,95 ; 3,75 ; 56,90 ;188950;205;945
07.12.2016;159,95;118,21;151,95;3287;356,25;770;423,5;223; 30,35 ; 31,85 ;10990;1007;120,51; 34,39 ;250,1; 141,90 ; 0,07 ;118,7;4444;91,26;10580;2632;3600;0,19852; 0,93 ; 3,73 ; 58,10 ;188750;203,9;977
08.12.2016;168,98;123,75;153,05;3359,5;375,85;765;417,8;223,8; 31,00 ; 33,40 ;11070;1015,7;118,5; 35,27 ;254; 146,58 ; 0,07 ;119,7;4444;91,59;10730;2628;3660;0,203; 0,95 ; 3,87 ; 59,10 ;205200;209,95;985
09.12.2016;169,66;121,9;152,99;3371;370,8;768;417,3;224,9; 30,91 ; 33,27 ;10996;1006;113; 34,14 ;256,95; 147,68 ; 0,08 ;120,55;4449;92;10423;2603;3605;0,20381; 0,97 ; 3,85 ; 61,80 ;204700;206,85;968,5
12.12.2016;175,4;126,3;158,63;3375;388,15;764,8;394;224,2; 30,20 ; 32,10 ;10909;968,9;109,42; 34,50 ;261,9; 150,20 ; 0,07 ;125;4430;95;10350;2537;3720;0,20411; 0,98 ; 3,83 ; 64,30 ;202500;206,55;960,5
13.12.2016;176,9;129,53;158,95;3328,5;397,8;799,4;405,95;232,8; 30,57 ; 32,74 ;10804;978;113,17; 34,32 ;259,95; 152,60 ; 0,07 ;128,46;4434;98,7;10693;2560;3695;0,2063; 0,98 ; 3,87 ; 65,15 ;203250;206,55;955,5
14.12.2016;173,7;128,56;157,2;3352;403,05;792,2;395;231,3; 30,50 ; 32,65 ;10590;950,4;112,35; 34,65 ;259; 146,20 ; 0,07 ;122,5;4443;99,45;10602;2570;3670;0,2045; 0,96 ; 3,85 ; 67,50 ;199550;206,1;956,5
15.12.2016;174,92;129,09;158,25;3383,5;400,45;784,1;405;229,9; 30,88 ; 32,31 ;10512;969,9;115,85; 34,30 ;264; 150,51 ; 0,07 ;124,9;4455;99;10532;2575;3650;0,20418; 0,98 ; 3,84 ; 67,90 ;201450;207,55;948,5
